id,cast,crew
977223,"[{'cast_id': 3554544, 'name': 'Priya Kansara', 'character': 'Ria Khan'}, {'cast_id': 1742596, 'name': 'Ritu Arya', 'character': 'Lena'}, {'cast_id': 62230, 'name': 'Shobu Kapoor', 'character': 'Fatima'}, {'cast_id': 3250136, 'name': 'Ella Bruccoleri', 'character': 'Alba'}, {'cast_id': 1817396, 'name': 'Seraphina Beh', 'character': 'Clara'}]","[{'crew_id': 1361406, 'name': 'Nida Manzoor', 'department': 'Directing', 'job': 'Director'}]"
384018,"[{'cast_id': 18918, 'name': 'Dwayne Johnson', 'character': 'Luke Hobbs'}, {'cast_id': 976, 'name': 'Jason Statham', 'character': 'Deckard Shaw'}, {'cast_id': 17605, 'name': 'Idris Elba', 'character': 'Brixton'}, {'cast_id': 556356, 'name': 'Vanessa Kirby', 'character': 'Hattie Shaw'}, {'cast_id': 15735, 'name': 'Helen Mirren', 'character': 'Queenie Shaw'}]","[{'crew_id': 40684, 'name': 'David Leitch', 'department': 'Directing', 'job': 'Director'}]"
667538,"[{'cast_id': 1560244, 'name': 'Anthony Ramos', 'character': 'Noah Diaz'}, {'cast_id': 1676520, 'name': 'Dominique Fishback', 'character': 'Elena Wallace'}, {'cast_id': 141610, 'name': 'Luna Lauren Velez', 'character': 'Mrs. Diaz'}, {'cast_id': 2940842, 'name': 'Dean Scott Vazquez', 'character': ''}, {'cast_id': 3002060, 'name': 'Tobe Nwigwe', 'character': 'Reek'}]","[{'crew_id': 1551545, 'name': 'Steven Caple Jr.', 'department': 'Directing', 'job': 'Director'}]"
385128,"[{'cast_id': 12835, 'name': 'Vin Diesel', 'character': 'Dominic Toretto'}, {'cast_id': 17647, 'name': 'Michelle Rodriguez', 'character': 'Letty Ortiz Toretto'}, {'cast_id': 8169, 'name': 'Tyrese Gibson', 'character': 'Roman Pearce'}, {'cast_id': 8171, 'name': 'Ludacris', 'character': 'Tej Parker'}, {'cast_id': 56446, 'name': 'John Cena', 'character': 'Jakob Toretto'}]","[{'crew_id': 58189, 'name': 'Justin Lin', 'department': 'Directing', 'job': 'Director'}]"
1118203,"[{'cast_id': 2059770, 'name': 'Nina Herzog', 'character': 'Princess Odette (voice)'}, {'cast_id': 127387, 'name': 'Yuri Lowenthal', 'character': 'Prince Derek (voice)'}, {'cast_id': 2059783, 'name': 'Jennifer Miller', 'character': 'Queen Uberta (voice)'}, {'cast_id': 3851078, 'name': 'Bleau Essen', 'character': 'Alise (voice)'}, {'cast_id': 1674828, 'name': 'Grant Durazzo', 'character': 'Lucas (voice)'}]","[{'crew_id': 107274, 'name': 'Richard Rich', 'department': 'Directing', 'job': 'Director'}]"
804150,"[{'cast_id': 41292, 'name': 'Keri Russell', 'character': 'Sari'}, {'cast_id': 1704640, 'name': 'Brooklynn Prince', 'character': 'Dee Dee'}, {'cast_id': 1721268, 'name': 'Christian Convery', 'character': 'Henry'}, {'cast_id': 1371398, 'name': ""O'Shea Jackson Jr."", 'character': 'Daveed'}, {'cast_id': 71375, 'name': 'Alden Ehrenreich', 'character': 'Eddie'}]","[{'crew_id': 9281, 'name': 'Elizabeth Banks', 'department': 'Directing', 'job': 'Director'}]"
536554,"[{'cast_id': 1255540, 'name': 'Allison Williams', 'character': 'Gemma'}, {'cast_id': 2131391, 'name': 'Violet McGraw', 'character': 'Cady'}, {'cast_id': 2043430, 'name': 'Jenna Davis', 'character': 'M3GAN (voice)'}, {'cast_id': 3444018, 'name': 'Amie Donald', 'character': 'M3GAN'}, {'cast_id': 2089274, 'name': 'Jen Van Epps', 'character': 'Tess'}]","[{'crew_id': 1288796, 'name': 'Gerard Johnstone', 'department': 'Directing', 'job': 'Director'}]"
458220,"[{'cast_id': 12111, 'name': 'Justin Timberlake', 'character': 'Eddie Palmer'}, {'cast_id': 2897867, 'name': 'Ryder Allen', 'character': 'Sam'}, {'cast_id': 36594, 'name': 'Juno Temple', 'character': 'Shelly'}, {'cast_id': 1519512, 'name': 'Alisha Wainwright', 'character': 'Maggie Hayes'}, {'cast_id': 35515, 'name': 'June Squibb', 'character': 'Vivian Palmer'}]","[{'crew_id': 26473, 'name': 'Fisher Stevens', 'department': 'Directing', 'job': 'Director'}]"
283995,"[{'cast_id': 73457, 'name': 'Chris Pratt', 'character': 'Peter Quill / Star-Lord'}, {'cast_id': 8691, 'name': 'Zoe Saldaña', 'character': 'Gamora'}, {'cast_id': 543530, 'name': 'Dave Bautista', 'character': 'Drax the Destroyer'}, {'cast_id': 12835, 'name': 'Vin Diesel', 'character': 'Baby Groot (voice)'}, {'cast_id': 51329, 'name': 'Bradley Cooper', 'character': 'Rocket (voice)'}]","[{'crew_id': 15218, 'name': 'James Gunn', 'department': 'Directing', 'job': 'Director'}]"
646389,"[{'cast_id': 17276, 'name': 'Gerard Butler', 'character': 'Brodie Torrance'}, {'cast_id': 450, 'name': 'Mike Colter', 'character': 'Louis Gaspare'}, {'cast_id': 1305610, 'name': 'Yoson An', 'character': 'Dele'}, {'cast_id': 3417, 'name': 'Tony Goldwyn', 'character': 'Scarsdale'}, {'cast_id': 1257819, 'name': 'Daniella Pineda', 'character': 'Bonnie'}]","[{'crew_id': 58324, 'name': 'Jean-François Richet', 'department': 'Directing', 'job': 'Director'}]"
