id,title,overview,genres,keywords
603692,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'id': 242, 'name': 'new york city'}, {'id': 779, 'name': 'martial arts'}, {'id': 2708, 'name': 'hitman'}, {'id': 9663, 'name': 'sequel'}, {'id': 10291, 'name': 'organized crime'}, {'id': 10642, 'name': 'osaka, japan'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 181644, 'name': 'hunted'}, {'id': 206041, 'name': 'professional assassin'}, {'id': 207268, 'name': 'neo-noir'}, {'id': 312965, 'name': 'berlin'}]"
502356,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 282, 'name': 'video game'}, {'id': 690, 'name': 'gorilla'}, {'id': 1878, 'name': 'plumber'}, {'id': 9696, 'name': 'magic mushroom'}, {'id': 11477, 'name': 'anthropomorphism'}, {'id': 41645, 'name': 'based on video game'}, {'id': 172242, 'name': 'toad'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 188294, 'name': 'damsel in distress'}, {'id': 207592, 'name': 'piano'}, {'id': 227035, 'name': 'white gloves'}, {'id': 243959, 'name': 'brother brother relationship'}]"
385687,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 9663, 'name': 'sequel'}, {'id': 9748, 'name': 'revenge'}, {'id': 10039, 'name': 'racing'}, {'id': 18035, 'name': 'family'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 286354, 'name': 'cars'}]"
447277,The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.","[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 4344, 'name': 'musical'}, {'id': 5938, 'name': 'mermaid'}, {'id': 179411, 'name': 'based on fairy tale'}, {'id': 245230, 'name': 'live action remake'}]"
713704,Evil Dead Rise,Three siblings find an ancient vinyl that gives birth to bloodthirsty demons that run amok in a Los Angeles apartment building and thrusts them into a primal battle for survival as they face the most nightmarish version of family imaginable.,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'id': 380, 'name': 'sibling relationship'}, {'id': 3521, 'name': 'earthquake'}, {'id': 3725, 'name': 'pregnancy'}, {'id': 9663, 'name': 'sequel'}, {'id': 10292, 'name': 'gore'}, {'id': 12670, 'name': 'los angeles, california'}, {'id': 15001, 'name': 'demon'}, {'id': 156075, 'name': 'evil'}, {'id': 157466, 'name': 'necronomicon'}, {'id': 161184, 'name': 'reboot'}, {'id': 161261, 'name': 'demonic possession'}, {'id': 176227, 'name': 'motherhood'}, {'id': 210281, 'name': 'sisterhood'}, {'id': 241738, 'name': 'sister sister relationship'}, {'id': 283085, 'name': 'body horror'}, {'id': 286239, 'name': 'apartment'}, {'id': 296359, 'name': 'graphic violence'}, {'id': 318080, 'name': 'evil mom'}]"
640146,Ant-Man and the Wasp: Quantumania,"Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 1701, 'name': 'hero'}, {'id': 3126, 'name': 'ant'}, {'id': 9663, 'name': 'sequel'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 18035, 'name': 'family'}, {'id': 155030, 'name': 'superhero team'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}]"
447365,Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.","[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]","[{'id': 1701, 'name': 'hero'}, {'id': 9663, 'name': 'sequel'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 10125, 'name': 'mad scientist'}, {'id': 155030, 'name': 'superhero team'}, {'id': 161176, 'name': 'space opera'}, {'id': 162881, 'name': 'raccoon'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}, {'id': 231295, 'name': 'cosmic'}, {'id': 252634, 'name': 'outer space'}, {'id': 267488, 'name': 'chosen family'}]"
605886,To Catch a Killer,Baltimore. New Year's Eve. A talented but troubled police officer is recruited by the FBI's chief investigator to help profile and track down a mass murderer.,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'id': 613, 'name': ""new year's eve""}, {'id': 1583, 'name': 'mass murder'}, {'id': 1812, 'name': 'fbi'}, {'id': 5340, 'name': 'investigation'}, {'id': 11547, 'name': 'slaughterhouse'}, {'id': 239258, 'name': 'mass killing'}, {'id': 254921, 'name': 'homicide investigation'}, {'id': 273310, 'name': 'federal bureau of investigation'}, {'id': 314349, 'name': 'baltimore, maryland'}]"
76600,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.","[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]","[{'id': 697, 'name': 'loss of loved one'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4862, 'name': 'alien life-form'}, {'id': 6506, 'name': 'resurrection'}, {'id': 9663, 'name': 'sequel'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10158, 'name': 'alien planet'}, {'id': 11239, 'name': 'distant future'}, {'id': 185927, 'name': 'adopted child'}, {'id': 194421, 'name': 'rebirth'}, {'id': 205734, 'name': 'family dynamics'}, {'id': 209051, 'name': 'adopted son'}, {'id': 219826, 'name': 'stronger villain'}, {'id': 273967, 'name': 'war'}]"
758323,The Pope's Exorcist,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 514, 'name': 'spain'}, {'id': 588, 'name': 'rome, italy'}, {'id': 716, 'name': 'vatican'}, {'id': 717, 'name': 'pope'}, {'id': 4931, 'name': 'pig'}, {'id': 9712, 'name': 'possession'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 14999, 'name': 'devil'}, {'id': 159940, 'name': 'exorcist'}, {'id': 161198, 'name': 'skepticism'}, {'id': 172391, 'name': 'catholic priest'}, {'id': 208289, 'name': '1980s'}, {'id': 256183, 'name': 'supernatural horror'}]"
552688,The Mother,"A deadly female assassin comes out of hiding to protect the daughter that she gave up years before, while on the run from dangerous men.","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 12367, 'name': 'female assassin'}, {'id': 187056, 'name': 'woman director'}, {'id': 266503, 'name': 'mother and daughter'}]"
594767,Shazam! Fury of the Gods,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.","[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 9715, 'name': 'superhero'}, {'id': 10150, 'name': 'end of the world'}, {'id': 33637, 'name': 'super power'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 229266, 'name': 'dc extended universe (dceu)'}, {'id': 296608, 'name': 'teenager'}]"
882569,Guy Ritchie's The Covenant,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.","[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 502, 'name': 'ambush'}, {'id': 2297, 'name': 'interpreter'}, {'id': 3541, 'name': 'afghanistan'}, {'id': 7158, 'name': 'afghanistan war (2001- )'}, {'id': 10084, 'name': 'rescue'}, {'id': 273967, 'name': 'war'}]"
677179,Creed III,"After dominating the boxing world, Adonis Creed has been thriving in both his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter who has nothing to lose.","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","[{'id': 276, 'name': 'philadelphia, pennsylvania'}, {'id': 1157, 'name': 'husband wife relationship'}, {'id': 1643, 'name': 'deaf'}, {'id': 6075, 'name': 'sports'}, {'id': 9663, 'name': 'sequel'}, {'id': 13014, 'name': 'orphan'}, {'id': 41368, 'name': 'former best friend'}, {'id': 156121, 'name': 'ex-con'}, {'id': 160246, 'name': 'childhood friends'}, {'id': 174258, 'name': 'juvenile detention center'}, {'id': 209476, 'name': 'boxing'}, {'id': 228041, 'name': 'prodigy'}]"
620705,Crater,"After the death of his father, a boy growing up on a lunar mining colony takes a trip to explore a legendary crater, along with his four best friends, prior to being permanently relocated to another planet.","[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'id': 305, 'name': 'moon'}, {'id': 7312, 'name': 'road trip'}, {'id': 10683, 'name': 'coming of age'}, {'id': 155939, 'name': 'group of friends'}, {'id': 157265, 'name': 'moon colony'}, {'id': 244256, 'name': 'near future'}]"
569094,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Miles Morales — Brooklyn's full-time, friendly neighborhood Spider-Man — is catapulted across the Multiverse, where he encounters a team of Spider-People charged with protecting its very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must redefine what it means to be a hero so he can save the people he loves most.","[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 3289, 'name': 'villain'}, {'id': 5451, 'name': 'comic book'}, {'id': 9663, 'name': 'sequel'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9820, 'name': 'alternate dimension'}, {'id': 18095, 'name': 'alternate version'}, {'id': 33637, 'name': 'super power'}, {'id': 155030, 'name': 'superhero team'}, {'id': 158124, 'name': 'spider bite'}, {'id': 163074, 'name': 'super villain'}, {'id': 213104, 'name': 'teen superhero'}, {'id': 221309, 'name': 'multiverse'}, {'id': 245157, 'name': 'alternate universe'}, {'id': 272493, 'name': 'female superhero'}, {'id': 311333, 'name': 'cartoon spider'}]"
1105803,Snag,"An Australian lone wolf's quiet existence is shattered when he learns that the woman he once loved and thought was dead is alive and held captive by ruthless gangsters. Now, to take on this dangerous criminal organization, he must seek out allies and storm into a world of violence to rescue the love of his life in this gritty, modern day violent fairytale.","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 264591, 'name': 'gangsters'}]"
868759,Ghosted,"Salt-of-the-earth Cole falls head over heels for enigmatic Sadie — but then makes the shocking discovery that she’s a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'id': 591, 'name': 'cia'}, {'id': 4289, 'name': 'secret agent'}, {'id': 9673, 'name': 'love'}, {'id': 10364, 'name': 'mission'}, {'id': 282758, 'name': 'spies'}]"
315162,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 3205, 'name': 'fairy tale'}, {'id': 11478, 'name': 'talking dog'}, {'id': 15285, 'name': 'spin off'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 188748, 'name': 'talking cat'}, {'id': 227812, 'name': 'fear of death'}]"
1094319,The Best Man,"Mercenaries seize control of a remote resort hotel during a wedding and it's up to the best man, the groom and their drunken best friend to stop the terrorists and save the hostages.","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",[]
879444,Accident Man: Hitman's Holiday,"The Accident Man is back, and this time he must best the top assassins in the world to protect the ungrateful son of a mafia boss, save the life of his only friend and rekindle his relationship with his maniacal father figure.","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'id': 779, 'name': 'martial arts'}, {'id': 9663, 'name': 'sequel'}, {'id': 9717, 'name': 'based on comic'}]"
420808,Peter Pan & Wendy,"Wendy Darling, a young girl afraid to leave her childhood home behind, meets Peter Pan, a boy who refuses to grow up. Alongside her brothers and a tiny fairy, Tinker Bell, she travels with Peter to the magical world of Neverland. There, she encounters an evil pirate captain, Captain Hook, and embarks on a thrilling adventure that will change her life forever.","[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'id': 2041, 'name': 'island'}, {'id': 2343, 'name': 'magic'}, {'id': 2710, 'name': 'fairy'}, {'id': 3205, 'name': 'fairy tale'}, {'id': 4332, 'name': 'peter pan'}, {'id': 4978, 'name': 'immortality'}, {'id': 9714, 'name': 'remake'}, {'id': 12988, 'name': 'pirate'}, {'id': 15101, 'name': ""based on children's book""}, {'id': 170362, 'name': 'fantasy world'}, {'id': 245230, 'name': 'live action remake'}]"
493529,Dungeons & Dragons: Honor Among Thieves,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 3200, 'name': 'platonic love'}, {'id': 3882, 'name': 'gang of thieves'}, {'id': 12554, 'name': 'dragon'}, {'id': 18360, 'name': 'role playing game'}, {'id': 41645, 'name': 'based on video game'}, {'id': 157931, 'name': 'dungeons and dragons'}, {'id': 177438, 'name': 'heist gone wrong'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 240303, 'name': 'father daughter relationship'}, {'id': 299786, 'name': 'spell & sorcery'}, {'id': 314844, 'name': 'wizardry'}]"
1118203,The Swan Princess: A Fairytale Is Born,"Before becoming queen, Uberta lived a humble life with her husband Maximillian when she is suddenly thrust into royalty. Through triumph and tragedy, she learns the lessons needed to become a beloved Queen, all while raising the next generation of rulers. When it's time for Uberta to pass the royal scepter to Odette and Derek, rival Queen Wixom has plans of her own to ruin the kingdom's greatest coronation.","[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",[]
1016121,Beautiful Disaster,"Bad-boy Travis is exactly what college freshman Abby needs and wants to avoid. He spends his nights fighting in underground boxing matches, and his days as the ultimate college campus charmer. But Abby wants nothing to do with Travis. Intrigued by Abby’s resistance, Travis offers her a simple bet: if he loses his next fight, he must remain sex-free for a month. If he wins, Abby must live in his apartment for the same amount of time. Either way, Travis has no idea that Abby’s dark past is about to emerge, and he may have finally met his match.","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",[]
934433,Scream VI,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'id': 242, 'name': 'new york city'}, {'id': 2546, 'name': 'mask'}, {'id': 2754, 'name': 'trauma'}, {'id': 3335, 'name': 'halloween'}, {'id': 3616, 'name': 'college'}, {'id': 3864, 'name': 'fake identity'}, {'id': 9663, 'name': 'sequel'}, {'id': 9748, 'name': 'revenge'}, {'id': 9780, 'name': 'public murder'}, {'id': 9826, 'name': 'murder'}, {'id': 10292, 'name': 'gore'}, {'id': 10714, 'name': 'serial killer'}, {'id': 11208, 'name': 'conspiracy theory'}, {'id': 11479, 'name': 'social commentary'}, {'id': 11734, 'name': 'police corruption'}, {'id': 12339, 'name': 'slasher'}, {'id': 12570, 'name': 'whodunit'}, {'id': 14688, 'name': 'multiple stabbings'}, {'id': 14707, 'name': 'brutality'}, {'id': 17987, 'name': 'killing spree'}, {'id': 160612, 'name': 'self-referential'}, {'id': 177695, 'name': 'crime spree'}, {'id': 179430, 'name': 'aftercreditsstinger'}, {'id': 210281, 'name': 'sisterhood'}, {'id': 218048, 'name': 'movie fan'}, {'id': 220455, 'name': 'copycat killer'}, {'id': 234025, 'name': 'masked villain'}, {'id': 238142, 'name': 'stabbed to death'}, {'id': 241738, 'name': 'sister sister relationship'}, {'id': 272551, 'name': 'fbi agent'}, {'id': 305143, 'name': 'post credit scene'}, {'id': 305666, 'name': 'masked killer'}]"
948713,The Last Kingdom: Seven Kings Must Die,"In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]","[{'id': 1721, 'name': 'fight'}, {'id': 4152, 'name': 'kingdom'}, {'id': 4933, 'name': 'battle for power'}, {'id': 5515, 'name': 'heir to the throne'}, {'id': 5895, 'name': 'viking'}, {'id': 9994, 'name': 'crown'}, {'id': 13084, 'name': 'king'}, {'id': 14643, 'name': 'battle'}, {'id': 180059, 'name': 'death of king'}, {'id': 208951, 'name': 'invaders'}, {'id': 223786, 'name': 'northumbria'}, {'id': 235499, 'name': '10th century'}, {'id': 253463, 'name': 'heirs'}]"
325358,Superfast!,"Undercover cop Lucas White joins Vin Serento's LA gang of illegal street racers. They are fast and they are furious and they plan to double cross LA crime kingpin Juan Carlos de la Sol who hides his cash in a downtown Taco Bell. The gang's outrageous plan is as daring as it is ridiculous and will see them towing the whole restaurant, at crazy speeds.","[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]","[{'id': 830, 'name': 'car race'}, {'id': 9755, 'name': 'parody'}, {'id': 11931, 'name': 'spoof'}]"
977223,Polite Society,"Martial artist-in-training Ria Khan believes she must save her older sister Lena from her impending marriage. After enlisting the help of her friends, Ria attempts to pull off the most ambitious of all wedding heists in the name of independence and sisterhood.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'id': 779, 'name': 'martial arts'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 13027, 'name': 'wedding'}, {'id': 187056, 'name': 'woman director'}, {'id': 241738, 'name': 'sister sister relationship'}]"
436270,Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 952, 'name': 'lightning'}, {'id': 2095, 'name': 'anti hero'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 15001, 'name': 'demon'}, {'id': 155030, 'name': 'superhero team'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 229266, 'name': 'dc extended universe (dceu)'}]"
1020696,Play Dead,"Criminology student Chloe fakes her own death to break into a morgue, in order to retrieve a piece of evidence that ties her younger brother to a crime gone wrong. Once inside, she discovers that a sadistic coroner is using the corpses for his sick and twisted business, and when he realises that Chloe still has a pulse, a terrifying game of cat and mouse ensues.","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",[]
649609,Renfield,"Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","[{'id': 3133, 'name': 'vampire'}, {'id': 6149, 'name': 'police'}, {'id': 10292, 'name': 'gore'}, {'id': 208736, 'name': 'bugs'}, {'id': 211706, 'name': 'mob family'}, {'id': 223165, 'name': 'crooked cops'}, {'id': 224636, 'name': 'horror comedy'}, {'id': 232533, 'name': 'immortal'}, {'id': 261274, 'name': 'dracula'}, {'id': 280688, 'name': 'abusive relationship'}, {'id': 283201, 'name': 'bloody death'}, {'id': 312898, 'name': 'violence'}]"
505642,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 697, 'name': 'loss of loved one'}, {'id': 1701, 'name': 'hero'}, {'id': 4833, 'name': 'royal family'}, {'id': 9663, 'name': 'sequel'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9920, 'name': 'royalty'}, {'id': 14785, 'name': 'underwater'}, {'id': 41282, 'name': 'political intrigue\xa0'}, {'id': 146946, 'name': 'death in family'}, {'id': 159103, 'name': 'mourning'}, {'id': 163764, 'name': 'death of brother'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 180059, 'name': 'death of king'}, {'id': 180547, 'name': 'marvel cinematic universe (mcu)'}, {'id': 195394, 'name': 'hidden civilization'}, {'id': 233184, 'name': 'yucatan'}, {'id': 317138, 'name': 'mayans'}, {'id': 318029, 'name': 'bare chested'}]"
638974,Murder Mystery 2,"After starting their own detective agency, Nick and Audrey Spitz land a career-making case when their billionaire pal is kidnapped from his wedding.","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'id': 1930, 'name': 'kidnapping'}, {'id': 2587, 'name': 'married couple'}, {'id': 12570, 'name': 'whodunit'}, {'id': 13027, 'name': 'wedding'}, {'id': 259836, 'name': 'detective couple'}]"
667538,Transformers: Rise of the Beasts,"A '90s globetrotting adventure that introduces the Maximals, Predacons, and Terrorcons to the existing battle on earth between Autobots and Decepticons.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'id': 9951, 'name': 'alien'}, {'id': 10150, 'name': 'end of the world'}, {'id': 10244, 'name': 'based on cartoon'}, {'id': 10542, 'name': 'based on toy'}, {'id': 14544, 'name': 'robot'}, {'id': 210608, 'name': '1990s'}]"
702621,Lullaby,A new mother discovers a lullaby in an ancient book and soon regards the song as a blessing. But her world transforms into a nightmare when the lullaby brings forth the ancient demon Lilith.,"[{'id': 27, 'name': 'Horror'}]","[{'id': 456, 'name': 'mother'}, {'id': 1009, 'name': 'baby'}, {'id': 15001, 'name': 'demon'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 197773, 'name': 'lullaby'}, {'id': 309089, 'name': 'new mother'}]"
507250,Dead Shot,"In the 1970s, a member of the IRA takes over an Active Service Unit in London after his wife is accidentally shot dead in Ireland. The unit's mission is to cause chaos and destruction, while his personal aim is to hunt down his wife’s killer — an SAS captain, who is also hunting him.","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",[]
804150,Cocaine Bear,"Inspired by a true story, an oddball group of cops, criminals, tourists and teens converge in a Georgia forest where a 500-pound black bear goes on a murderous rampage after unintentionally ingesting cocaine.","[{'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'id': 2150, 'name': 'cocaine'}, {'id': 2495, 'name': 'georgia'}, {'id': 5160, 'name': 'animal attack'}, {'id': 9672, 'name': 'based on true story'}, {'id': 10022, 'name': 'rampage'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187056, 'name': 'woman director'}, {'id': 259594, 'name': 'black bear'}, {'id': 266880, 'name': 'apex predator'}]"
1037644,Battle for Saipan,"On July 7, 1944, a U.S. Army hospital on the remote island of Saipan is overrun by Japanese forces during a relentless attack. Outgunned and surrounded by the enemy, a lone medic puts it all on the line to lead a band of wounded soldiers to safety.","[{'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}]",[]
